id	resource	type	text	sf	resultSize	maxJVDPath	maxJVDSink	maxJVDStar	maxJVDHybrid	maxJVD	meanJoinVertexDegree	medianJoinVertexDegree	joinVertices	projectVars	tps	distinct	predicateVar
134	http://lsq.aksw.org/res/q-faf907c8	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  dbpprop: <http://dbpedia.org/property/>  SELECT  ?n ?b WHERE   { ?n  dbpprop:name        ?name ;         dbpprop:birthPlace  :Braunschweig   } 	http://lsq.aksw.org/res/sf-q-faf907c8	168			2		2	2	2	1	2	2	0	0
135	http://lsq.aksw.org/res/q-bcd33aa4	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT DISTINCT  ?p WHERE   { ?s  rdf:type  <http://dbpedia.org/ontology/IceHockeyPlayer> ;         ?p        ?o   } 	http://lsq.aksw.org/res/sf-q-bcd33aa4	2693			2		2	2	2	1	1	2	1	1
136	http://lsq.aksw.org/res/q-cb10f6e3	http://lsq.aksw.org/vocab#Query	SELECT  ?p ?v WHERE   { <http://dbpedia.org/resource/Kelly_Lynch>               ?p  ?v   } 	http://lsq.aksw.org/res/sf-q-cb10f6e3	167						0	0	0	2	1	0	1
137	http://lsq.aksw.org/res/q-a1bca0f2	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT DISTINCT  ?p WHERE   { ?s  rdf:type  <http://dbpedia.org/ontology/Ship> ;         ?p        ?o   } 	http://lsq.aksw.org/res/sf-q-a1bca0f2	3051			2		2	2	2	1	1	2	1	1
138	http://lsq.aksw.org/res/q-92690236	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  dbpprop: <http://dbpedia.org/property/>  SELECT  ?n ?b WHERE   { ?n  dbpprop:name        ?name ;         dbpprop:birthPlace  :Braunschweig ;         dbpprop:birthDate   ?b   } 	http://lsq.aksw.org/res/sf-q-92690236	164			3		3	3	3	1	2	3	0	0
139	http://lsq.aksw.org/res/q-dc3d9558	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  dbpprop: <http://dbpedia.org/property/>  SELECT  ?n ?b WHERE   { ?n  dbpprop:name        ?name ;         dbpprop:birthPlace  :Braunschweig ;         dbpprop:birthDate   ?b   } 	http://lsq.aksw.org/res/sf-q-dc3d9558	164			3		3	3	3	1	2	3	0	0
140	http://lsq.aksw.org/res/q-26bcf7b2	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/>  SELECT  ?property ?value WHERE   { :Mount_Monadnock               ?property  ?value   } 	http://lsq.aksw.org/res/sf-q-26bcf7b2	252						0	0	0	2	1	0	1
141	http://lsq.aksw.org/res/q-770390a5	http://lsq.aksw.org/vocab#Query	SELECT  ?predicate ?object WHERE   { <http://dbpedia.org/resource/Coleen_Rooney>               ?predicate  ?object   } 	http://lsq.aksw.org/res/sf-q-770390a5	143						0	0	0	2	1	0	1
142	http://lsq.aksw.org/res/q-24f29e8c	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT DISTINCT  ?p WHERE   { ?s  rdf:type  <http://dbpedia.org/ontology/SportFacility> ;         ?p        ?o   } 	http://lsq.aksw.org/res/sf-q-24f29e8c	1506			2		2	2	2	1	1	2	1	1
143	http://lsq.aksw.org/res/q-6704c4a5	http://lsq.aksw.org/vocab#Query	SELECT  ?p ?v WHERE   { <http://dbpedia.org/resource/Paula_Marshall>               ?p  ?v   } 	http://lsq.aksw.org/res/sf-q-6704c4a5	184						0	0	0	2	1	0	1
144	http://lsq.aksw.org/res/q-2c9aa1e5	http://lsq.aksw.org/vocab#Query	SELECT DISTINCT  * WHERE   { <http://dbpedia.org/resource/Edme_Mentelle>               ?o  ?p   } 	http://lsq.aksw.org/res/sf-q-2c9aa1e5	101						0	0	0	2	1	1	1
145	http://lsq.aksw.org/res/q-18b619cf	http://lsq.aksw.org/vocab#Query	SELECT DISTINCT  * WHERE   { <http://dbpedia.org/resource/Antoine_Meillet>               ?o  ?p   } 	http://lsq.aksw.org/res/sf-q-18b619cf	151						0	0	0	2	1	1	1
146	http://lsq.aksw.org/res/q-67228cac	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT DISTINCT  ?p WHERE   { ?s  rdf:type  <http://dbpedia.org/ontology/Comic> ;         ?p        ?o   } 	http://lsq.aksw.org/res/sf-q-67228cac	732			2		2	2	2	1	1	2	1	1
147	http://lsq.aksw.org/res/q-7aa1eacb	http://lsq.aksw.org/vocab#Query	PREFIX  property: <http://dbpedia.org/property/> PREFIX  resource: <http://dbpedia.org/resource/> PREFIX  ontology: <http://dbpedia.org/ontology/>  SELECT DISTINCT  ?CentraEurope ?Country WHERE   { resource:Belgium               ontology:timeZone  ?CentraEurope .     ?CentralEurope               property:timeZone  ?Country   } 	http://lsq.aksw.org/res/sf-q-7aa1eacb	166						0	0	0	2	2	1	0
148	http://lsq.aksw.org/res/q-b76e50fe	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT DISTINCT  ?p WHERE   { ?s  rdf:type  <http://dbpedia.org/ontology/MilitaryConflict> ;         ?p        ?o   } 	http://lsq.aksw.org/res/sf-q-b76e50fe	2969			2		2	2	2	1	1	2	1	1
149	http://lsq.aksw.org/res/q-2904bb52	http://lsq.aksw.org/vocab#Query	PREFIX  dbp-owl: <http://dbpedia.org/ontology/>  SELECT  ?subject ?object WHERE   { ?subject  dbp-owl:onChromosome  ?object } 	http://lsq.aksw.org/res/sf-q-2904bb52	91						0	0	0	2	1	0	0
150	http://lsq.aksw.org/res/q-1839431b	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX  dbpont: <http://dbpedia.org/ontology/> PREFIX  foaf: <http://xmlns.com/foaf/0.1/>  SELECT  ?a ?f WHERE   { ?a  <http://purl.org/dc/terms/subject>  <http://dbpedia.org/resource/Category:Best_Supporting_Actor_Academy_Award_winners> ;         rdf:type              foaf:Person .     ?f  dbpont:starring       ?a ;         <http://purl.org/dc/terms/subject>  <http://dbpedia.org/resource/Category:Films_featuring_a_Best_Supporting_Actor_Academy_Award_winning_performance>   } 	http://lsq.aksw.org/res/sf-q-1839431b	79		2	2	3	3	2.33333	2	3	2	4	0	0
151	http://lsq.aksw.org/res/q-c9703bf5	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/>  SELECT  ?property ?value WHERE   { <http://dbpedia.org/resource/Horizon_High_School_(Thornton,_Colorado)>               ?property  ?value   } 	http://lsq.aksw.org/res/sf-q-c9703bf5	106						0	0	0	2	1	0	1
152	http://lsq.aksw.org/res/q-67c20ad4	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  dbpprop: <http://dbpedia.org/property/>  SELECT DISTINCT  ?n ?b WHERE   { ?n  dbpprop:name        ?name ;         dbpprop:birthPlace  :Braunschweig ;         dbpprop:birthDate   ?b   } 	http://lsq.aksw.org/res/sf-q-67c20ad4	89			3		3	3	3	1	2	3	1	0
153	http://lsq.aksw.org/res/q-03aea011	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT DISTINCT  ?p WHERE   { ?s  rdf:type  <http://dbpedia.org/ontology/Tournament> ;         ?p        ?o   } 	http://lsq.aksw.org/res/sf-q-03aea011	2066			2		2	2	2	1	1	2	1	1
154	http://lsq.aksw.org/res/q-918c7b27	http://lsq.aksw.org/vocab#Query	SELECT DISTINCT  ?a WHERE   { ?m   <http://dbpedia.org/ontology/starring>  ?a ;          <http://dbpedia.org/ontology/country>  ?c2 .     ?c2  <http://dbpedia.org/ontology/language>  <http://dbpedia.org/resource/English_language> .     ?a   <http://dbpedia.org/property/birthPlace>  ?c1 .     ?c1  <http://dbpedia.org/ontology/language>  <http://dbpedia.org/resource/German_language>   } 	http://lsq.aksw.org/res/sf-q-918c7b27	64	2	2	2		2	2	2	5	1	5	1	0
155	http://lsq.aksw.org/res/q-1ce5bc0c	http://lsq.aksw.org/vocab#Query	SELECT  ?subject ?object WHERE   { ?subject  <http://dbpedia.org/ontology/recentWinner>  ?object } 	http://lsq.aksw.org/res/sf-q-1ce5bc0c	57						0	0	0	2	1	0	0
156	http://lsq.aksw.org/res/q-4525a029	http://lsq.aksw.org/vocab#Query	PREFIX  dbp-owl: <http://dbpedia.org/ontology/>  SELECT  ?subject ?object WHERE   { ?subject  dbp-owl:supplementalDraftYear  ?object } 	http://lsq.aksw.org/res/sf-q-4525a029	54						0	0	0	2	1	0	0
157	http://lsq.aksw.org/res/q-67512406	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT DISTINCT  ?p WHERE   { ?s  rdf:type  <http://dbpedia.org/ontology/ChemicalCompound> ;         ?p        ?o   } 	http://lsq.aksw.org/res/sf-q-67512406	1377			2		2	2	2	1	1	2	1	1
158	http://lsq.aksw.org/res/q-15ac0654	http://lsq.aksw.org/vocab#Query	PREFIX  p:    <http://dbpedia.org/property/> PREFIX  geo:  <http://www.w3.org/2003/01/geo/wgs84_pos#> PREFIX  dbpedia-owl: <http://dbpedia.org/ontology/>  SELECT  * WHERE   { <http://dbpedia.org/resource/Arsenal_F.C.>               p:name                ?player .     ?player   dbpedia-owl:birthPlace  ?city ;               dbpedia-owl:birthDate  ?dob .     ?city     geo:long              ?long ;               geo:lat               ?lat   } 	http://lsq.aksw.org/res/sf-q-15ac0654	52				3	3	3	3	2	5	5	0	0
159	http://lsq.aksw.org/res/q-81a404cf	http://lsq.aksw.org/vocab#Query	SELECT  ?p ?v WHERE   { <http://dbpedia.org/resource/Ethel_Hill>               ?p  ?v   } 	http://lsq.aksw.org/res/sf-q-81a404cf	98						0	0	0	2	1	0	1
160	http://lsq.aksw.org/res/q-94428d8d	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?type WHERE   { <http://dbpedia.org/resource/Petra_Marklund>               rdf:type  ?type   } 	http://lsq.aksw.org/res/sf-q-94428d8d	13						0	0	0	1	1	0	0
161	http://lsq.aksw.org/res/q-80a5b860	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/>  SELECT DISTINCT  * WHERE   { :404  ?p  ?o } 	http://lsq.aksw.org/res/sf-q-80a5b860	180						0	0	0	2	1	1	1
162	http://lsq.aksw.org/res/q-9400cc42	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/>  SELECT DISTINCT  * WHERE   { :404  ?p  ?o } 	http://lsq.aksw.org/res/sf-q-9400cc42	180						0	0	0	2	1	1	1
163	http://lsq.aksw.org/res/q-b75c9470	http://lsq.aksw.org/vocab#Query	SELECT  ?subject ?object WHERE   { ?subject  <http://dbpedia.org/ontology/maximumTemperature>  ?object } 	http://lsq.aksw.org/res/sf-q-b75c9470	26						0	0	0	2	1	0	0
164	http://lsq.aksw.org/res/q-cd4841cf	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?type WHERE   { <http://dbpedia.org/resource/Gisele_MacKenzie>               rdf:type  ?type   } 	http://lsq.aksw.org/res/sf-q-cd4841cf	23						0	0	0	1	1	0	0
165	http://lsq.aksw.org/res/q-35b20839	http://lsq.aksw.org/vocab#Query	PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX  dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX  dbpprop: <http://dbpedia.org/property/> PREFIX  foaf: <http://xmlns.com/foaf/0.1/>  SELECT DISTINCT  ?x2 WHERE   { ?x0  rdf:type          foaf:Person ;          rdfs:label        ?x2 .     ?x1  rdf:type          dbpedia-owl:TelevisionShow ;          dbpprop:showName  "Gravity"@en ;          dbpprop:starring  ?x0   } 	http://lsq.aksw.org/res/sf-q-35b20839	7		2	3	3	3	2.66667	3	3	1	5	1	0
166	http://lsq.aksw.org/res/q-2d33973e	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?t WHERE   { :Stefan_Rowecki               rdf:type  ?t   } 	http://lsq.aksw.org/res/sf-q-2d33973e	20						0	0	0	1	1	0	0
167	http://lsq.aksw.org/res/q-f5969286	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?type WHERE   { :Isa_bin_Salman_Al_Khalifa               rdf:type  ?type   } 	http://lsq.aksw.org/res/sf-q-f5969286	17						0	0	0	1	1	0	0
168	http://lsq.aksw.org/res/q-6298dd07	http://lsq.aksw.org/vocab#Query	SELECT  ?subject ?object WHERE   { ?subject  <http://dbpedia.org/ontology/aircraftHelicopterAttack>  ?object } 	http://lsq.aksw.org/res/sf-q-6298dd07	41						0	0	0	2	1	0	0
169	http://lsq.aksw.org/res/q-b76e55dc	http://lsq.aksw.org/vocab#Query	PREFIX  dbp-owl: <http://dbpedia.org/ontology/>  SELECT  ?subject ?object WHERE   { ?subject  dbp-owl:aircraftHelicopterAttack  ?object } 	http://lsq.aksw.org/res/sf-q-b76e55dc	41						0	0	0	2	1	0	0
170	http://lsq.aksw.org/res/q-b7bce7f8	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?type WHERE   { :Rick_Rhoden  rdf:type  ?type } 	http://lsq.aksw.org/res/sf-q-b7bce7f8	16						0	0	0	1	1	0	0
171	http://lsq.aksw.org/res/q-bddb0cd4	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?type WHERE   { :James_Callis               rdf:type  ?type   } 	http://lsq.aksw.org/res/sf-q-bddb0cd4	15						0	0	0	1	1	0	0
172	http://lsq.aksw.org/res/q-f14d7d53	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?type WHERE   { :Puyehue-Cordón_Caulle               rdf:type  ?type   } 	http://lsq.aksw.org/res/sf-q-f14d7d53	0						0	0	0	1	1	0	0
173	http://lsq.aksw.org/res/q-40d200f4	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?type WHERE   { :Arthur_L._Horwich               rdf:type  ?type   } 	http://lsq.aksw.org/res/sf-q-40d200f4	18						0	0	0	1	1	0	0
174	http://lsq.aksw.org/res/q-b4458a75	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?type WHERE   { :Pete_Ham  rdf:type  ?type } 	http://lsq.aksw.org/res/sf-q-b4458a75	22						0	0	0	1	1	0	0
175	http://lsq.aksw.org/res/q-0ed0df5a	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX  dbpedia: <http://dbpedia.org/>  SELECT  ?fio ?born ?prof WHERE   { ?pers  rdf:type              <http://dbpedia.org/ontology/Person> ;            <http://dbpedia.org/property/birthName>  ?fio ;            <http://dbpedia.org/property/birthDate>  ?born ;            <http://dbpedia.org/property/profession>  ?prof   } 	http://lsq.aksw.org/res/sf-q-0ed0df5a	2575			4		4	4	4	1	3	4	0	0
176	http://lsq.aksw.org/res/q-86456a6b	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX  dbpedia: <http://dbpedia.org/>  SELECT  ?pers ?fio ?born ?prof WHERE   { ?pers  rdf:type              <http://dbpedia.org/ontology/Person> ;            <http://dbpedia.org/property/birthName>  ?fio ;            <http://dbpedia.org/property/birthDate>  ?born ;            <http://dbpedia.org/property/profession>  ?prof   } 	http://lsq.aksw.org/res/sf-q-86456a6b	2575			4		4	4	4	1	4	4	0	0
177	http://lsq.aksw.org/res/q-8791c57b	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  dbp-owl: <http://dbpedia.org/ontology/>  SELECT  * WHERE   { :Imran  dbp-owl:wikiPageDisambiguates  ?URI } 	http://lsq.aksw.org/res/sf-q-8791c57b	46						0	0	0	1	1	0	0
178	http://lsq.aksw.org/res/q-f42e93eb	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?type WHERE   { :Stanley_Kramer               rdf:type  ?type   } 	http://lsq.aksw.org/res/sf-q-f42e93eb	18						0	0	0	1	1	0	0
179	http://lsq.aksw.org/res/q-84a283a5	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?type WHERE   { <http://dbpedia.org/resource/Super_Mario_World_(TV_series)>               rdf:type  ?type   } 	http://lsq.aksw.org/res/sf-q-84a283a5	7						0	0	0	1	1	0	0
180	http://lsq.aksw.org/res/q-248bec7c	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT DISTINCT  ?p WHERE   { ?s  rdf:type  <http://dbpedia.org/ontology/Award> ;         ?p        ?o   } 	http://lsq.aksw.org/res/sf-q-248bec7c	5391			2		2	2	2	1	1	2	1	1
181	http://lsq.aksw.org/res/q-0e2a2aa5	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/>  SELECT  ?subj ?rel ?obj WHERE   { :French  ?rel  ?obj } 	http://lsq.aksw.org/res/sf-q-0e2a2aa5	52						0	0	0	3	1	0	1
182	http://lsq.aksw.org/res/q-280e9cdb	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?t WHERE   { :Kim_Han-min  rdf:type  ?t } 	http://lsq.aksw.org/res/sf-q-280e9cdb	14						0	0	0	1	1	0	0
183	http://lsq.aksw.org/res/q-0005ecc9	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/>  SELECT  ?s ?v ?o WHERE   { ?s  ?v  :Planet } 	http://lsq.aksw.org/res/sf-q-0005ecc9	2948						0	0	0	3	1	0	1
184	http://lsq.aksw.org/res/q-532526e1	http://lsq.aksw.org/vocab#Query	PREFIX  dbp-owl: <http://dbpedia.org/ontology/>  SELECT  ?subject ?object WHERE   { ?subject  dbp-owl:managementPosition  ?object } 	http://lsq.aksw.org/res/sf-q-532526e1	51						0	0	0	2	1	0	0
185	http://lsq.aksw.org/res/q-aa9fc71c	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?type WHERE   { :Maybach  rdf:type  ?type } 	http://lsq.aksw.org/res/sf-q-aa9fc71c	17						0	0	0	1	1	0	0
186	http://lsq.aksw.org/res/q-dba5e215	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?type WHERE   { <http://dbpedia.org/resource/Park_Ridge,_Illinois>               rdf:type  ?type   } 	http://lsq.aksw.org/res/sf-q-dba5e215	12						0	0	0	1	1	0	0
187	http://lsq.aksw.org/res/q-f6ac9151	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?type WHERE   { :Al-Ahram  rdf:type  ?type } 	http://lsq.aksw.org/res/sf-q-f6ac9151	13						0	0	0	1	1	0	0
188	http://lsq.aksw.org/res/q-3bfb5f64	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?type WHERE   { :Kate_Lorig  rdf:type  ?type } 	http://lsq.aksw.org/res/sf-q-3bfb5f64	15						0	0	0	1	1	0	0
189	http://lsq.aksw.org/res/q-7a8daa01	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  dbpedia: <http://dbpedia.org/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT DISTINCT  ?director ?x WHERE   { ?movie    rdf:type              <http://dbpedia.org/ontology/Film> ;               <http://dbpedia.org/ontology/country>  :Poland ;               <http://dbpedia.org/ontology/director>  ?director .     ?director  <http://dbpedia.org/ontology/deathPlace>  ?x   } 	http://lsq.aksw.org/res/sf-q-7a8daa01	29	2		3		3	2.5	2	2	2	4	1	0
190	http://lsq.aksw.org/res/q-6b87cdcf	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?type WHERE   { :WXMT  rdf:type  ?type } 	http://lsq.aksw.org/res/sf-q-6b87cdcf	15						0	0	0	1	1	0	0
191	http://lsq.aksw.org/res/q-1d0be06e	http://lsq.aksw.org/vocab#Query	PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX  dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX  foaf: <http://xmlns.com/foaf/0.1/>  SELECT DISTINCT  ?x2 WHERE   { ?x0  rdf:type              foaf:Person ;          rdfs:label            "Steve Jobs"@en ;          dbpedia-owl:birthPlace  ?x1 .     ?x1  rdfs:label            ?x2   } 	http://lsq.aksw.org/res/sf-q-1d0be06e	0	2	2	3		3	2.33333	2	3	1	4	1	0
192	http://lsq.aksw.org/res/q-4bbcf653	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?type WHERE   { :Dubai_Marina               rdf:type  ?type   } 	http://lsq.aksw.org/res/sf-q-4bbcf653	14						0	0	0	1	1	0	0
193	http://lsq.aksw.org/res/q-d25610f5	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?type WHERE   { <http://dbpedia.org/resource/Cape_St._Vincent>               rdf:type  ?type   } 	http://lsq.aksw.org/res/sf-q-d25610f5	12						0	0	0	1	1	0	0
194	http://lsq.aksw.org/res/q-ecdee055	http://lsq.aksw.org/vocab#Query	PREFIX  dbp-owl: <http://dbpedia.org/ontology/>  SELECT  ?subject ?object WHERE   { ?subject  dbp-owl:aircraftHelicopterTransport  ?object } 	http://lsq.aksw.org/res/sf-q-ecdee055	29						0	0	0	2	1	0	0
195	http://lsq.aksw.org/res/q-cf3915f6	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?type WHERE   { :Hobby_Lobby  rdf:type  ?type } 	http://lsq.aksw.org/res/sf-q-cf3915f6	13						0	0	0	1	1	0	0
196	http://lsq.aksw.org/res/q-862f7237	http://lsq.aksw.org/vocab#Query	SELECT  ?p ?v WHERE   { <http://dbpedia.org/resource/Alastair_Galbraith_(actor)>               ?p  ?v   } 	http://lsq.aksw.org/res/sf-q-862f7237	13						0	0	0	2	1	0	1
197	http://lsq.aksw.org/res/q-106d35d5	http://lsq.aksw.org/vocab#Query	PREFIX  geo:  <http://www.w3.org/2003/01/geo/wgs84_pos#> PREFIX  :     <http://dbpedia.org/resource/> PREFIX  dbp-owl: <http://dbpedia.org/ontology/>  SELECT  ?lat ?long ?country0 ?lat0 ?long0 ?country1 ?lat1 ?long1 ?country2 ?lat2 ?long2 ?country3 ?lat3 ?long3 WHERE   { :South_Sudan  geo:lat      ?lat ;               geo:long         ?long .     :Rumbek   dbp-owl:country  ?country0 ;               geo:lat          ?lat0 ;               geo:long         ?long0 .     :Leer     dbp-owl:country  ?country2 ;               geo:lat          ?lat2 ;               geo:long         ?long2 .     :Juba     dbp-owl:country  ?country3 ;               geo:lat          ?lat3 ;               geo:long         ?long3   } 	http://lsq.aksw.org/res/sf-q-106d35d5	4		4	3		4	3.14286	3	7	14	11	0	0
198	http://lsq.aksw.org/res/q-d5c978f0	http://lsq.aksw.org/vocab#Query	PREFIX  geo:  <http://www.w3.org/2003/01/geo/wgs84_pos#> PREFIX  :     <http://dbpedia.org/resource/> PREFIX  dbp-owl: <http://dbpedia.org/ontology/>  SELECT  ?lat ?long ?country0 ?lat0 ?long0 ?country1 ?lat1 ?long1 ?country2 ?lat2 ?long2 ?country3 ?lat3 ?long3 WHERE   { :South_Sudan  geo:lat      ?lat ;               geo:long         ?long .     :Rumbek   dbp-owl:country  ?country0 ;               geo:lat          ?lat0 ;               geo:long         ?long0 .     :Leer     dbp-owl:country  ?country2 ;               geo:lat          ?lat2 ;               geo:long         ?long2 .     :Juba     dbp-owl:country  ?country3 ;               geo:lat          ?lat3 ;               geo:long         ?long3   } 	http://lsq.aksw.org/res/sf-q-d5c978f0	4		4	3		4	3.14286	3	7	14	11	0	0
199	http://lsq.aksw.org/res/q-b88e388f	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?type WHERE   { <http://dbpedia.org/resource/USC_Interactive_Media_&_Games_Division>               rdf:type  ?type   } 	http://lsq.aksw.org/res/sf-q-b88e388f	9						0	0	0	1	1	0	0
200	http://lsq.aksw.org/res/q-0492d88b	http://lsq.aksw.org/vocab#Query	PREFIX  :     <http://dbpedia.org/resource/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?type WHERE   { <http://dbpedia.org/resource/X_display_manager_(program_type)>               rdf:type  ?type   } 	http://lsq.aksw.org/res/sf-q-0492d88b	6						0	0	0	1	1	0	0
201	http://lsq.aksw.org/res/q-1ccc372f	http://lsq.aksw.org/vocab#Query	SELECT  ?o1 WHERE   { <http://dbpedia.org/resource/The_Atticus_Institute>               <http://purl.org/dc/terms/subject>  ?o .     ?o        <http://www.w3.org/2004/02/skos/core#broader>  ?o1   } 	http://lsq.aksw.org/res/sf-q-1ccc372f	14	2				2	2	2	1	1	2	0	0
